is.singular,source_db,tree_id,tree_code,tree_genus,tree_species,ht,dbh,longitude,latitude
1,S_NFI_3,863846,28_1402_A_1_4_3,Pinus,pinea,19.5,79.6,-4.30832829409057,40.4266271011126
1,S_NFI_3,863844,28_1402_A_1_2_2,Pinus,pinea,18.5,59.5,-4.30847701720445,40.4265616171201
1,S_NFI_3,863898,28_1409_A_1_5_5,Pinus,pinea,19,61.9,-4.30825537516839,40.4175037542238
1,S_NFI_3,863900,28_1409_A_1_7_7,Pinus,pinea,19,59.25,-4.30817851435486,40.4173425001213
0,S_NFI_3,863956,28_1416_A_1_16_16,Pinus,pinea,9.5,26.6,-4.41423235887607,40.4072881776215
1,S_NFI_3,864183,28_1438_A_1_3_3,Pinus,pinea,21.5,71.6,-4.34319328938719,40.3991752543323
1,S_NFI_3,864197,28_1439_A_1_5_4,Pinus,pinea,18,71,-4.33129049782598,40.3992432391645
1,S_NFI_3,864263,28_1448_A_1_11_11,Pinus,pinea,20.5,79.9,-4.19029007530805,40.4006494510049
0,S_NFI_3,864446,28_1466_A_1_2_2,Pinus,pinea,9.5,25.45,-4.31918762153372,40.3723770496546
1,S_NFI_3,864504,28_1472_A_1_5_5,Pinus,pinea,17.8,77.3,-4.3188527309519,40.3634310338258
1,S_NFI_3,864505,28_1472_A_1_6_6,Pinus,pinea,18.4,83.1,-4.31887533026469,40.3633207760398
1,S_NFI_3,864583,28_1483_A_1_2_2,Pinus,pinea,20.7,136.9,-4.34244016983658,40.3539924983083
0,S_NFI_3,865853,28_1702_A_1_29_29,Pinus,pinea,9.5,26.1,-3.7551891911079,40.4855081256401
1,S_NFI_3,865892,28_1710_A_1_1_1,Pinus,pinea,19.5,82.8,-3.83745028731276,40.4670262841074
0,S_NFI_3,865982,28_1719_A_4_3_3,Pinus,pinea,9.5,25.15,-3.63677353782082,40.4502694066094
1,S_NFI_3,866885,28_1892_A_4_23_23,Pinus,pinea,18.8,58.65,-4.51770791988756,40.2888257930626
1,S_NFI_3,857781,28_608_A_1_16_11,Pinus,pinea,23.5,92.3,-4.13617063377913,40.6896244580276
1,S_NFI_3,857789,28_608_A_1_24_17,Pinus,pinea,24,79.6,-4.13622696268893,40.6896883859845
1,S_NFI_3,857791,28_608_A_1_26_19,Pinus,pinea,24,81.2,-4.13621993709205,40.6896942305499
1,S_NFI_3,860095,28_869_A_1_15_14,Pinus,pinea,19,77.3,-4.3219381391413,40.5072937008123
0,S_NFI_3,870656,29_218_A_3E_6_6,Pinus,pinea,9.5,25.05,-4.7831309057963,36.8428345477941
0,S_NFI_3,873367,29_624_A_1_10_6,Pinus,pinea,9.1,26.05,-4.80435757749128,36.7885882009517
0,S_NFI_3,1066652,37_254_A_1_5_5,Pinus,pinea,9.3,27.15,-5.42637851339645,41.0299996013112
0,S_NFI_3,1165448,40_1148_A_3C_11_11,Pinus,pinea,9.2,26.9,-4.71626862272604,41.1597761034194
0,S_NFI_3,1165442,40_1148_A_3C_5_5,Pinus,pinea,9.5,25.65,-4.71609072067869,41.1598630579859
1,S_NFI_3,1167696,40_1277_A_1 _32_23,Pinus,pinea,18.8,64.6,-4.1563101597787,41.157869258553
1,S_NFI_3,1170324,40_1450_A_1 _5_4,Pinus,pinea,18,84.7,-4.54364502059536,40.9099301568525
1,S_NFI_3,1178209,40_2035_N_N _20_20,Pinus,pinea,18,69.7,-4.43248013814472,41.2537889863243
1,S_NFI_3,1178210,40_2035_N_N _21_21,Pinus,pinea,18,60.8,-4.43247059253635,41.2537891051098
1,S_NFI_3,1155245,40_516_A_3C_8_6,Pinus,pinea,19,76.4,-4.46818270447438,41.2532650996849
0,S_NFI_3,1184007,41_1119_A_3E_1_1,Pinus,pinea,9.5,25.4,-5.58450353128286,37.6573492634658
0,S_NFI_3,1185562,41_2165_N_N_10_10,Pinus,pinea,9.7,25.8,-5.76736202883348,37.391712223424
0,S_NFI_3,1179930,41_233_A_3C_9_9,Pinus,pinea,9.6,26.95,-5.93366124245824,37.8833761365679
1,S_NFI_3,1180425,41_325_A_3E_25_25,Pinus,pinea,18.1,58.1,-5.69652783429857,37.9339538662776
1,S_NFI_3,1293009,45_119_A_1_1_1,Pinus,pinea,18.9,68.8,-4.37660852857826,40.2998493899841
1,S_NFI_3,1293010,45_119_A_1_2_2,Pinus,pinea,17.6,75.8,-4.37671435092565,40.2996506816146
1,S_NFI_3,1293011,45_119_A_1_3_3,Pinus,pinea,19.5,60.8,-4.37678081438125,40.2998077710334
1,S_NFI_3,1293164,45_129_A_1_18_16,Pinus,pinea,21,121,-4.35246794998543,40.2639965135957
1,S_NFI_3,1293163,45_129_A_1_17_15,Pinus,pinea,24.5,118.4,-4.35256401571181,40.2638802475247
1,S_NFI_3,1322532,47_235_A_1_9_6,Pinus,pinea,18.5,57.1,-4.79939226743611,41.5908741670452
0,S_NFI_3,1324196,47_373_A_1_16_11,Pinus,pinea,9.5,25.5,-4.53371079710104,41.5047555793032
0,S_NFI_3,1324412,47_387_A_3C_14_14,Pinus,pinea,9.7,25.9,-4.20046633474205,41.6256591952589
0,S_NFI_3,1324464,47_393_A_1_2_2,Pinus,pinea,9.7,26,-4.32018894869203,41.6154664711282
0,S_NFI_3,1324505,47_395_A_1_17_17,Pinus,pinea,9.4,25.4,-4.29634106674515,41.6157777967362
0,S_NFI_3,1326194,47_570_A_1_8_8,Pinus,pinea,9.1,27,-4.86890141280183,41.4997376494792
0,S_NFI_3,1326565,47_606_A_1_2_2,Pinus,pinea,9.1,26.5,-5.04677526929667,41.4427622864831
1,S_NFI_3,1327540,47_679_A_1_18_18,Pinus,pinea,18,58.1,-4.66425421754291,41.448743612888
0,S_NFI_3,1327791,47_698_A_1_12_12,Pinus,pinea,9.6,25.75,-4.72321313740605,41.4209554863664
0,S_NFI_3,1328270,47_739_A_1_8_7,Pinus,pinea,9.5,25.75,-4.66145918642245,41.3497824033033
0,S_NFI_3,1328272,47_739_A_1_10_9,Pinus,pinea,9.3,26.85,-4.661383354681,41.3497094136004
1,S_NFI_3,1328641,47_770_A_1_19_15,Pinus,pinea,18,57.5,-4.473282459684,41.4782880509849
0,S_NFI_3,1329475,47_833_A_1_10_10,Pinus,pinea,9.5,24.9,-4.89766500622537,41.2471344857882
1,S_NFI_3,1329941,47_869_A_1_1_1,Pinus,pinea,17.7,63.05,-4.56484830964824,41.3151936785624
1,S_NFI_3,1330320,47_898_A_1_5_5,Pinus,pinea,18.3,58,-4.58814430692548,41.28778780833
1,S_NFI_3,1330872,47_947_A_1_1_1,Pinus,pinea,17.8,81.8,-4.7049073208975,41.187182401407
0,S_NFI_3,1375771,49_833_A_1_4_4,Pinus,pinea,9.5,25.05,-5.44593705440816,41.5519442452073
0,S_NFI_3,1376331,49_923_A_1_24_24,Pinus,pinea,9.5,26.7,-5.37193679973283,41.4904988257356
0,S_NFI_3,1376480,49_935_A_1_26_26,Pinus,pinea,9.5,26.9,-5.35828120112476,41.4456635880629
1,S_NFI_3,74594,5_127_A_4_2_2,Pinus,pinea,18.5,83.1,-4.68736847967792,40.9531830257225
1,S_NFI_3,90875,5_1283_A_4_21_21,Pinus,pinea,22.5,59.45,-4.62387049602937,40.3143389970572
1,S_NFI_3,90877,5_1283_A_4_23_23,Pinus,pinea,19.5,56.9,-4.62389964137286,40.3142812433677
1,S_NFI_3,90880,5_1283_A_4_26_26,Pinus,pinea,18,70,-4.62403524281504,40.3142984574353
1,S_NFI_3,90882,5_1283_A_4_28_28,Pinus,pinea,18.5,58.8,-4.62404722398133,40.3142050744275
1,S_NFI_3,90891,5_1283_A_4_37_37,Pinus,pinea,22,57.15,-4.62428281951034,40.3143908030174
1,S_NFI_3,90893,5_1283_A_4_39_39,Pinus,pinea,26,59,-4.62413977284427,40.314474270409
1,S_NFI_3,91175,5_1297_A_1_12_12,Pinus,pinea,19.1,65.3,-4.67113190053675,40.3047574037105
1,S_NFI_3,91176,5_1297_A_1_13_13,Pinus,pinea,20.8,82.1,-4.67097888578217,40.3048338200722
1,S_NFI_3,91177,5_1297_A_1_14_14,Pinus,pinea,20.2,71,-4.67092385670812,40.3048984518842
1,S_NFI_3,91173,5_1297_A_1_10_10,Pinus,pinea,18,58.2,-4.67104567002649,40.3046828685922
1,S_NFI_3,92013,5_1332_A_1_1_1,Pinus,pinea,22.8,66.2,-4.69364959331898,40.2775787619244
1,S_NFI_3,92034,5_1332_A_1_22_22,Pinus,pinea,19.9,74.5,-4.69380284910448,40.2775123187712
1,S_NFI_3,92056,5_1334_A_1_2_1,Pinus,pinea,19.2,66.5,-4.67018082445105,40.277734310952
1,S_NFI_3,92058,5_1334_A_1_4_2,Pinus,pinea,21.8,63.5,-4.67004173962257,40.2776325268084
1,S_NFI_3,92064,5_1334_A_1_10_8,Pinus,pinea,19.4,62.45,-4.67029932546599,40.2776806649272
1,S_NFI_3,92067,5_1335_A_1_1_1,Pinus,pinea,19.5,65.9,-4.63493700933726,40.2783902602541
1,S_NFI_3,92068,5_1335_A_1_2_2,Pinus,pinea,18.9,66.5,-4.63487931286348,40.2783967071216
1,S_NFI_3,92084,5_1335_A_1_18_17,Pinus,pinea,18.3,63.7,-4.63516100416465,40.2783449422449
1,S_NFI_3,92198,5_1344_A_1_1_1,Pinus,pinea,19.9,64.9,-4.65812084569323,40.2689571493925
1,S_NFI_3,92203,5_1344_A_1_6_6,Pinus,pinea,18.8,81.2,-4.65824784772119,40.2688289422272
1,S_NFI_3,92201,5_1344_A_1_4_4,Pinus,pinea,19.5,90.4,-4.65808318988009,40.268875882388
1,S_NFI_3,94249,5_2289_N_N_6_6,Pinus,pinea,23,126.1,-4.35754321523121,40.5162189148439
1,S_NFI_3,79070,5_572_A_1_14_12,Pinus,pinea,18.5,98.7,-4.3458488201949,40.516141197475
1,S_NFI_3,79123,5_573_A_1_46_43,Pinus,pinea,18.5,70,-4.33407799981632,40.5162669383546
1,S_NFI_3,79169,5_579_A_3E_6_6,Pinus,pinea,21,92.3,-4.36902081992338,40.5067856026937
1,S_NFI_3,83237,5_882_A_1_6_6,Pinus,pinea,19,71.9,-4.35677827961648,40.4888624912253
1,S_NFI_3,83417,5_901_A_1_13_10,Pinus,pinea,19.5,78.6,-4.41547836448661,40.4614609719888
1,S_NFI_3,83416,5_901_A_1_12_9,Pinus,pinea,18.5,57.4,-4.41540392899338,40.4613114493549
1,S_NFI_3,83425,5_902_A_1_8_8,Pinus,pinea,18,73.5,-4.40352808367708,40.4613392966129
1,S_NFI_3,83427,5_903_A_1_1_1,Pinus,pinea,19,73.3,-4.39160050028059,40.4617994842406
1,S_NFI_3,83609,5_925_A_1_4_4,Pinus,pinea,18,83.1,-4.35543408249331,40.4259990911964
1,S_NFI_3,83715,5_933_A_4_5_5,Pinus,pinea,18.5,61.95,-4.33214646462723,40.4172481420411
0,S_NFI_3,1389904,50_816_A_1_3_3,Pinus,pinea,9.5,26.4,-1.86413459446964,41.3653166176088
0,S_NFI_3,108651,6_1135_A_4_4_4,Pinus,pinea,9.5,25.6,-5.0299698173613,38.920696698962
0,S_NFI_3,111314,6_1143_A_1_12_12,Pinus,pinea,9.1,27.05,-4.96076599855931,38.9128182510988
0,S_NFI_3,102620,6_2367_A_1_10_5,Pinus,pinea,9.5,25.35,-5.81266693161122,38.2917206776232
0,S_NFI_3,101279,6_316_A_1_22_22,Pinus,pinea,9.5,25.05,-4.86688479059288,39.2926286445151
0,S_NFI_3,97992,6_330_A_1_20_20,Pinus,pinea,9.5,24.9,-4.92468622728202,39.282708286788
0,S_NFI_3,101330,6_364_A_1_16_16,Pinus,pinea,9.5,25.05,-4.94700415087091,39.2552812733912
