is.singular,source_db,tree_id,tree_code,tree_genus,tree_species,ht,dbh,longitude,latitude
1,S_NFI_3,588997,21_2192_A_3C_5_4,Pinus,pinea,20,60.1,-6.38311891192998,37.2869494231592
1,S_NFI_3,589153,21_2218_A_3C_9_9,Pinus,pinea,20,60,-6.4303359315657,37.2250196745779
1,S_NFI_3,589155,21_2218_A_3C_11_11,Pinus,pinea,18.3,65,-6.43048568005502,37.225137822807
1,S_NFI_3,589146,21_2218_A_3C_2_2,Pinus,pinea,22.5,58.7,-6.43021471169223,37.2251253765696
1,S_NFI_3,589145,21_2218_A_3C_1_1,Pinus,pinea,23.5,68.8,-6.43017601369717,37.2251985754033
1,S_NFI_3,589224,21_2222_A_1_19_18,Pinus,pinea,19.1,61.5,-6.44204228935133,37.2162664388252
1,S_NFI_3,589223,21_2222_A_1_18_17,Pinus,pinea,18,57.3,-6.44202589268896,37.2162316889359
1,S_NFI_3,589546,21_2274_A_3C_20_19,Pinus,pinea,18.1,58.1,-6.53444810660087,37.1461386449191
1,S_NFI_3,589542,21_2274_A_3C_16_15,Pinus,pinea,18,62.4,-6.53422706142999,37.1459442446243
0,S_NFI_3,589588,21_2278_A_4C_3_3,Pinus,pinea,9.4,25.95,-6.74818292631912,37.1413729599196
0,S_NFI_3,589658,21_2288_A_1_9_9,Pinus,pinea,9.3,26.9,-6.79360759146377,37.1332043811913
1,S_NFI_3,590066,21_2384_A_1_3_3,Pinus,pinea,22,85.9,-6.38650391223912,36.8638048168109
1,S_NFI_3,590065,21_2384_A_1_2_2,Pinus,pinea,25.5,89.1,-6.38643365477496,36.8635536018065
0,S_NFI_3,590166,21_2391_A_4_7_7,Pinus,pinea,9.3,25.55,-6.3657235070842,36.8090641078191
0,S_NFI_3,592003,21_3481_N_N_8_8,Pinus,pinea,9.3,26.45,-7.21668331368102,37.3297564793445
0,S_NFI_3,592216,21_3509_N_N_2_2,Pinus,pinea,9.6,27,-6.59855212712931,37.2466537286016
0,S_NFI_3,592227,21_3509_N_N_13_13,Pinus,pinea,9.6,27.15,-6.59861502462653,37.2464757148001
1,S_NFI_3,592545,21_3536_N_N_14_14,Pinus,pinea,23.3,57.75,-6.35259169588271,37.1962809331659
1,S_NFI_3,592541,21_3536_N_N_10_10,Pinus,pinea,23.9,57.75,-6.35237501944754,37.1962715161545
1,S_NFI_3,592548,21_3538_N_N_1_1,Pinus,pinea,21,57.5,-6.44300760111537,37.1804252496477
1,S_NFI_3,592554,21_3538_N_N_7_7,Pinus,pinea,19.5,58,-6.44316920418329,37.1803570575663
0,S_NFI_3,592604,21_3550_N_N_9_9,Pinus,pinea,9.2,25.95,-6.82697939610779,37.1427659172913
0,S_NFI_3,592884,21_3597_N_N_3_3,Pinus,pinea,9.4,25.2,-6.38776247111427,36.8186032480962
0,S_NFI_3,582044,21_770_A_1_8_8,Pinus,pinea,9.4,25.75,-6.88691438436233,37.8197512341892
0,S_NFI_3,582037,21_770_A_1_1_1,Pinus,pinea,9.7,26.15,-6.88677794392098,37.8199373027985
1,S_NFI_3,962882,32_316_A_1_8_4,Pinus,pinea,25.5,60.8,-8.13780110096464,42.3493068256167
1,S_NFI_3,962881,32_316_A_1_7_3,Pinus,pinea,23,80.5,-8.1377733059524,42.3493352934617
